Driver,Body,Tires,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG
Link (Breath of the Wild),Tri-Speeder,Triforce Tires Triforce Tyres,4.25,2.0,4.0,3.75,2.5,4.5,5.0,3.75,3.0,2.0,3.0,2.25,2.25
Link (Breath of the Wild),Tri-Speeder,Leaf Tires Leaf Tyres,3.5,2.5,3.5,3.0,3.25,4.0,4.5,3.75,3.25,2.5,3.5,2.75,2.25
Link (Breath of the Wild),Tri-Speeder,Ancient Tires Ancient Tyres,4.5,1.75,4.0,4.0,2.75,4.25,4.5,3.75,3.0,1.75,3.0,1.75,2.0
Link (Breath of the Wild),Badwagon,Standard Normal,4.0,2.0,4.0,4.0,2.5,4.5,4.0,4.0,3.75,2.25,2.5,2.5,2.25
Link (Breath of the Wild),Badwagon,Monster,4.5,1.5,4.25,4.5,2.25,4.5,3.75,4.0,3.25,1.5,2.0,1.75,1.75
Link (Breath of the Wild),Badwagon,Roller,3.5,2.5,3.5,3.75,3.0,4.0,4.0,3.5,3.75,2.5,2.75,2.75,2.5
Link (Breath of the Wild),Badwagon,Slim,4.0,1.5,4.5,3.0,2.25,4.75,3.75,4.5,3.5,2.5,2.75,2.5,2.5
Link (Breath of the Wild),Badwagon,Slick,4.25,1.25,4.5,2.75,1.75,5.0,3.25,4.5,3.0,2.0,1.75,2.25,1.75
Link (Breath of the Wild),Badwagon,Metal,4.5,1.0,3.75,3.25,1.75,5.0,4.0,3.75,3.5,2.0,2.25,2.0,1.5
Link (Breath of the Wild),Badwagon,Button,3.5,2.25,3.75,3.5,2.75,4.25,3.75,4.0,3.5,2.25,2.5,2.75,2.0
Link (Breath of the Wild),Badwagon,Off-Road,4.25,1.75,4.25,4.25,2.0,4.75,4.25,4.0,3.25,1.75,2.0,2.25,2.0
Link (Breath of the Wild),Badwagon,Sponge,3.75,2.0,4.0,4.25,2.75,4.25,3.5,3.75,4.0,2.0,2.0,2.25,2.25
Link (Breath of the Wild),Badwagon,Wood Wooden,4.0,1.5,4.5,3.0,2.25,4.75,3.75,4.5,3.5,2.5,2.75,2.5,2.5
Link (Breath of the Wild),Badwagon,Cushion,3.75,2.0,4.0,4.25,2.75,4.25,3.5,3.75,4.0,2.0,2.0,2.25,2.25
Link (Breath of the Wild),Badwagon,Blue Standard Normal Blue,4.0,2.0,4.0,4.0,2.5,4.5,4.0,4.0,3.75,2.25,2.5,2.5,2.25
Link (Breath of the Wild),Badwagon,Hot Monster Funky Monster,4.5,1.5,4.25,4.5,2.25,4.5,3.75,4.0,3.25,1.5,2.0,1.75,1.75
Link (Breath of the Wild),Badwagon,Azure Roller,3.5,2.5,3.5,3.75,3.0,4.0,4.0,3.5,3.75,2.5,2.75,2.75,2.5
Link (Breath of the Wild),Badwagon,Crimson Slim,4.0,1.5,4.5,3.0,2.25,4.75,3.75,4.5,3.5,2.5,2.75,2.5,2.5
Link (Breath of the Wild),Badwagon,Cyber Slick,4.25,1.25,4.5,2.75,1.75,5.0,3.25,4.5,3.0,2.0,1.75,2.25,1.75
Link (Breath of the Wild),Badwagon,Retro Off-Road,4.25,1.75,4.25,4.25,2.0,4.75,4.25,4.0,3.25,1.75,2.0,2.25,2.0
Link (Breath of the Wild),Badwagon,Gold Tires Gold Wheels,4.5,1.0,3.75,3.25,1.75,5.0,4.0,3.75,3.5,2.0,2.25,2.0,1.5
Link (Breath of the Wild),Badwagon,GLA Tires GLA Wheels,4.0,2.0,4.0,4.0,2.5,4.5,4.0,4.0,3.75,2.25,2.5,2.5,2.25
Link (Breath of the Wild),Badwagon,Triforce Tires Triforce Tyres,4.25,1.75,4.25,4.25,2.0,4.75,4.25,4.0,3.25,1.75,2.0,2.25,2.0
Link (Breath of the Wild),Badwagon,Leaf Tires Leaf Tyres,3.5,2.25,3.75,3.5,2.75,4.25,3.75,4.0,3.5,2.25,2.5,2.75,2.0
Link (Breath of the Wild),Badwagon,Ancient Tires Ancient Tyres,4.5,1.5,4.25,4.5,2.25,4.5,3.75,4.0,3.25,1.5,2.0,1.75,1.75
Link (Breath of the Wild),Prancer,Standard Normal,3.25,2.5,3.75,3.25,3.25,4.25,4.25,4.0,4.25,3.0,3.0,2.75,3.0
Link (Breath of the Wild),Prancer,Monster,3.75,2.0,4.0,3.75,3.0,4.25,4.0,4.0,3.75,2.25,2.5,2.0,2.5
Link (Breath of the Wild),Prancer,Roller,2.75,3.0,3.25,3.0,3.75,3.75,4.25,3.5,4.25,3.25,3.25,3.0,3.25
Link (Breath of the Wild),Prancer,Slim,3.25,2.0,4.25,2.25,3.0,4.5,4.0,4.5,4.0,3.25,3.25,2.75,3.25
Link (Breath of the Wild),Prancer,Slick,3.5,1.75,4.25,2.0,2.5,4.75,3.5,4.5,3.5,2.75,2.25,2.5,2.5
Link (Breath of the Wild),Prancer,Metal,3.75,1.5,3.5,2.5,2.5,4.75,4.25,3.75,4.0,2.75,2.75,2.25,2.25
Link (Breath of the Wild),Prancer,Button,2.75,2.75,3.5,2.75,3.5,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.75
Link (Breath of the Wild),Prancer,Off-Road,3.5,2.25,4.0,3.5,2.75,4.5,4.5,4.0,3.75,2.5,2.5,2.5,2.75
Link (Breath of the Wild),Prancer,Sponge,3.0,2.5,3.75,3.5,3.5,4.0,3.75,3.75,4.5,2.75,2.5,2.5,3.0
Link (Breath of the Wild),Prancer,Wood Wooden,3.25,2.0,4.25,2.25,3.0,4.5,4.0,4.5,4.0,3.25,3.25,2.75,3.25
Link (Breath of the Wild),Prancer,Cushion,3.0,2.5,3.75,3.5,3.5,4.0,3.75,3.75,4.5,2.75,2.5,2.5,3.0
Link (Breath of the Wild),Prancer,Blue Standard Normal Blue,3.25,2.5,3.75,3.25,3.25,4.25,4.25,4.0,4.25,3.0,3.0,2.75,3.0
Link (Breath of the Wild),Prancer,Hot Monster Funky Monster,3.75,2.0,4.0,3.75,3.0,4.25,4.0,4.0,3.75,2.25,2.5,2.0,2.5
Link (Breath of the Wild),Prancer,Azure Roller,2.75,3.0,3.25,3.0,3.75,3.75,4.25,3.5,4.25,3.25,3.25,3.0,3.25
Link (Breath of the Wild),Prancer,Crimson Slim,3.25,2.0,4.25,2.25,3.0,4.5,4.0,4.5,4.0,3.25,3.25,2.75,3.25
Link (Breath of the Wild),Prancer,Cyber Slick,3.5,1.75,4.25,2.0,2.5,4.75,3.5,4.5,3.5,2.75,2.25,2.5,2.5
Link (Breath of the Wild),Prancer,Retro Off-Road,3.5,2.25,4.0,3.5,2.75,4.5,4.5,4.0,3.75,2.5,2.5,2.5,2.75
Link (Breath of the Wild),Prancer,Gold Tires Gold Wheels,3.75,1.5,3.5,2.5,2.5,4.75,4.25,3.75,4.0,2.75,2.75,2.25,2.25
Link (Breath of the Wild),Prancer,GLA Tires GLA Wheels,3.25,2.5,3.75,3.25,3.25,4.25,4.25,4.0,4.25,3.0,3.0,2.75,3.0
Link (Breath of the Wild),Prancer,Triforce Tires Triforce Tyres,3.5,2.25,4.0,3.5,2.75,4.5,4.5,4.0,3.75,2.5,2.5,2.5,2.75
Link (Breath of the Wild),Prancer,Leaf Tires Leaf Tyres,2.75,2.75,3.5,2.75,3.5,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.75
Link (Breath of the Wild),Prancer,Ancient Tires Ancient Tyres,3.75,2.0,4.0,3.75,3.0,4.25,4.0,4.0,3.75,2.25,2.5,2.0,2.5
Link (Breath of the Wild),Biddybuggy Buggybud,Standard Normal,3.0,3.75,3.75,3.75,4.0,3.25,3.75,3.75,3.75,3.5,3.25,3.5,3.25
Link (Breath of the Wild),Biddybuggy Buggybud,Monster,3.5,3.25,4.0,4.25,3.75,3.25,3.5,3.75,3.25,2.75,2.75,2.75,2.75
Link (Breath of the Wild),Biddybuggy Buggybud,Roller,2.5,4.25,3.25,3.5,4.5,2.75,3.75,3.25,3.75,3.75,3.5,3.75,3.5
Link (Breath of the Wild),Biddybuggy Buggybud,Slim,3.0,3.25,4.25,2.75,3.75,3.5,3.5,4.25,3.5,3.75,3.5,3.5,3.5
Link (Breath of the Wild),Biddybuggy Buggybud,Slick,3.25,3.0,4.25,2.5,3.25,3.75,3.0,4.25,3.0,3.25,2.5,3.25,2.75
Link (Breath of the Wild),Biddybuggy Buggybud,Metal,3.5,2.75,3.5,3.0,3.25,3.75,3.75,3.5,3.5,3.25,3.0,3.0,2.5
Link (Breath of the Wild),Biddybuggy Buggybud,Button,2.5,4.0,3.5,3.25,4.25,3.0,3.5,3.75,3.5,3.5,3.25,3.75,3.0
Link (Breath of the Wild),Biddybuggy Buggybud,Off-Road,3.25,3.5,4.0,4.0,3.5,3.5,4.0,3.75,3.25,3.0,2.75,3.25,3.0
Link (Breath of the Wild),Biddybuggy Buggybud,Sponge,2.75,3.75,3.75,4.0,4.25,3.0,3.25,3.5,4.0,3.25,2.75,3.25,3.25
Link (Breath of the Wild),Biddybuggy Buggybud,Wood Wooden,3.0,3.25,4.25,2.75,3.75,3.5,3.5,4.25,3.5,3.75,3.5,3.5,3.5
Link (Breath of the Wild),Biddybuggy Buggybud,Cushion,2.75,3.75,3.75,4.0,4.25,3.0,3.25,3.5,4.0,3.25,2.75,3.25,3.25
Link (Breath of the Wild),Biddybuggy Buggybud,Blue Standard Normal Blue,3.0,3.75,3.75,3.75,4.0,3.25,3.75,3.75,3.75,3.5,3.25,3.5,3.25
Link (Breath of the Wild),Biddybuggy Buggybud,Hot Monster Funky Monster,3.5,3.25,4.0,4.25,3.75,3.25,3.5,3.75,3.25,2.75,2.75,2.75,2.75
Link (Breath of the Wild),Biddybuggy Buggybud,Azure Roller,2.5,4.25,3.25,3.5,4.5,2.75,3.75,3.25,3.75,3.75,3.5,3.75,3.5
Link (Breath of the Wild),Biddybuggy Buggybud,Crimson Slim,3.0,3.25,4.25,2.75,3.75,3.5,3.5,4.25,3.5,3.75,3.5,3.5,3.5
Link (Breath of the Wild),Biddybuggy Buggybud,Cyber Slick,3.25,3.0,4.25,2.5,3.25,3.75,3.0,4.25,3.0,3.25,2.5,3.25,2.75
Link (Breath of the Wild),Biddybuggy Buggybud,Retro Off-Road,3.25,3.5,4.0,4.0,3.5,3.5,4.0,3.75,3.25,3.0,2.75,3.25,3.0
Link (Breath of the Wild),Biddybuggy Buggybud,Gold Tires Gold Wheels,3.5,2.75,3.5,3.0,3.25,3.75,3.75,3.5,3.5,3.25,3.0,3.0,2.5
Link (Breath of the Wild),Biddybuggy Buggybud,GLA Tires GLA Wheels,3.0,3.75,3.75,3.75,4.0,3.25,3.75,3.75,3.75,3.5,3.25,3.5,3.25
Link (Breath of the Wild),Biddybuggy Buggybud,Triforce Tires Triforce Tyres,3.25,3.5,4.0,4.0,3.5,3.5,4.0,3.75,3.25,3.0,2.75,3.25,3.0
Link (Breath of the Wild),Biddybuggy Buggybud,Leaf Tires Leaf Tyres,2.5,4.0,3.5,3.25,4.25,3.0,3.5,3.75,3.5,3.5,3.25,3.75,3.0
Link (Breath of the Wild),Biddybuggy Buggybud,Ancient Tires Ancient Tyres,3.5,3.25,4.0,4.25,3.75,3.25,3.5,3.75,3.25,2.75,2.75,2.75,2.75
Link (Breath of the Wild),Landship,Standard Normal,3.0,3.5,3.5,4.25,3.75,3.5,4.75,3.25,4.0,3.25,3.5,2.75,3.0
Link (Breath of the Wild),Landship,Monster,3.5,3.0,3.75,4.75,3.5,3.5,4.5,3.25,3.5,2.5,3.0,2.0,2.5
Link (Breath of the Wild),Landship,Roller,2.5,4.0,3.0,4.0,4.25,3.0,4.75,2.75,4.0,3.5,3.75,3.0,3.25
Link (Breath of the Wild),Landship,Slim,3.0,3.0,4.0,3.25,3.5,3.75,4.5,3.75,3.75,3.5,3.75,2.75,3.25
Link (Breath of the Wild),Landship,Slick,3.25,2.75,4.0,3.0,3.0,4.0,4.0,3.75,3.25,3.0,2.75,2.5,2.5
Link (Breath of the Wild),Landship,Metal,3.5,2.5,3.25,3.5,3.0,4.0,4.75,3.0,3.75,3.0,3.25,2.25,2.25
Link (Breath of the Wild),Landship,Button,2.5,3.75,3.25,3.75,4.0,3.25,4.5,3.25,3.75,3.25,3.5,3.0,2.75
Link (Breath of the Wild),Landship,Off-Road,3.25,3.25,3.75,4.5,3.25,3.75,5.0,3.25,3.5,2.75,3.0,2.5,2.75
Link (Breath of the Wild),Landship,Sponge,2.75,3.5,3.5,4.5,4.0,3.25,4.25,3.0,4.25,3.0,3.0,2.5,3.0
Link (Breath of the Wild),Landship,Wood Wooden,3.0,3.0,4.0,3.25,3.5,3.75,4.5,3.75,3.75,3.5,3.75,2.75,3.25
Link (Breath of the Wild),Landship,Cushion,2.75,3.5,3.5,4.5,4.0,3.25,4.25,3.0,4.25,3.0,3.0,2.5,3.0
Link (Breath of the Wild),Landship,Blue Standard Normal Blue,3.0,3.5,3.5,4.25,3.75,3.5,4.75,3.25,4.0,3.25,3.5,2.75,3.0
Link (Breath of the Wild),Landship,Hot Monster Funky Monster,3.5,3.0,3.75,4.75,3.5,3.5,4.5,3.25,3.5,2.5,3.0,2.0,2.5
Link (Breath of the Wild),Landship,Azure Roller,2.5,4.0,3.0,4.0,4.25,3.0,4.75,2.75,4.0,3.5,3.75,3.0,3.25
Link (Breath of the Wild),Landship,Crimson Slim,3.0,3.0,4.0,3.25,3.5,3.75,4.5,3.75,3.75,3.5,3.75,2.75,3.25
Link (Breath of the Wild),Landship,Cyber Slick,3.25,2.75,4.0,3.0,3.0,4.0,4.0,3.75,3.25,3.0,2.75,2.5,2.5
Link (Breath of the Wild),Landship,Retro Off-Road,3.25,3.25,3.75,4.5,3.25,3.75,5.0,3.25,3.5,2.75,3.0,2.5,2.75
Link (Breath of the Wild),Landship,Gold Tires Gold Wheels,3.5,2.5,3.25,3.5,3.0,4.0,4.75,3.0,3.75,3.0,3.25,2.25,2.25
Link (Breath of the Wild),Landship,GLA Tires GLA Wheels,3.0,3.5,3.5,4.25,3.75,3.5,4.75,3.25,4.0,3.25,3.5,2.75,3.0
Link (Breath of the Wild),Landship,Triforce Tires Triforce Tyres,3.25,3.25,3.75,4.5,3.25,3.75,5.0,3.25,3.5,2.75,3.0,2.5,2.75
Link (Breath of the Wild),Landship,Leaf Tires Leaf Tyres,2.5,3.75,3.25,3.75,4.0,3.25,4.5,3.25,3.75,3.25,3.5,3.0,2.75
Link (Breath of the Wild),Landship,Ancient Tires Ancient Tyres,3.5,3.0,3.75,4.75,3.5,3.5,4.5,3.25,3.5,2.5,3.0,2.0,2.5
Link (Breath of the Wild),Sneeker Bounder,Standard Normal,3.5,2.5,3.75,2.75,3.25,4.25,4.0,4.0,4.25,3.0,2.75,3.0,2.75
Link (Breath of the Wild),Sneeker Bounder,Monster,4.0,2.0,4.0,3.25,3.0,4.25,3.75,4.0,3.75,2.25,2.25,2.25,2.25
Link (Breath of the Wild),Sneeker Bounder,Roller,3.0,3.0,3.25,2.5,3.75,3.75,4.0,3.5,4.25,3.25,3.0,3.25,3.0
Link (Breath of the Wild),Sneeker Bounder,Slim,3.5,2.0,4.25,1.75,3.0,4.5,3.75,4.5,4.0,3.25,3.0,3.0,3.0
Link (Breath of the Wild),Sneeker Bounder,Slick,3.75,1.75,4.25,1.5,2.5,4.75,3.25,4.5,3.5,2.75,2.0,2.75,2.25
Link (Breath of the Wild),Sneeker Bounder,Metal,4.0,1.5,3.5,2.0,2.5,4.75,4.0,3.75,4.0,2.75,2.5,2.5,2.0
Link (Breath of the Wild),Sneeker Bounder,Button,3.0,2.75,3.5,2.25,3.5,4.0,3.75,4.0,4.0,3.0,2.75,3.25,2.5
Link (Breath of the Wild),Sneeker Bounder,Off-Road,3.75,2.25,4.0,3.0,2.75,4.5,4.25,4.0,3.75,2.5,2.25,2.75,2.5
Link (Breath of the Wild),Sneeker Bounder,Sponge,3.25,2.5,3.75,3.0,3.5,4.0,3.5,3.75,4.5,2.75,2.25,2.75,2.75
Link (Breath of the Wild),Sneeker Bounder,Wood Wooden,3.5,2.0,4.25,1.75,3.0,4.5,3.75,4.5,4.0,3.25,3.0,3.0,3.0
Link (Breath of the Wild),Sneeker Bounder,Cushion,3.25,2.5,3.75,3.0,3.5,4.0,3.5,3.75,4.5,2.75,2.25,2.75,2.75
Link (Breath of the Wild),Sneeker Bounder,Blue Standard Normal Blue,3.5,2.5,3.75,2.75,3.25,4.25,4.0,4.0,4.25,3.0,2.75,3.0,2.75
Link (Breath of the Wild),Sneeker Bounder,Hot Monster Funky Monster,4.0,2.0,4.0,3.25,3.0,4.25,3.75,4.0,3.75,2.25,2.25,2.25,2.25
Link (Breath of the Wild),Sneeker Bounder,Azure Roller,3.0,3.0,3.25,2.5,3.75,3.75,4.0,3.5,4.25,3.25,3.0,3.25,3.0
Link (Breath of the Wild),Sneeker Bounder,Crimson Slim,3.5,2.0,4.25,1.75,3.0,4.5,3.75,4.5,4.0,3.25,3.0,3.0,3.0
Link (Breath of the Wild),Sneeker Bounder,Cyber Slick,3.75,1.75,4.25,1.5,2.5,4.75,3.25,4.5,3.5,2.75,2.0,2.75,2.25
Link (Breath of the Wild),Sneeker Bounder,Retro Off-Road,3.75,2.25,4.0,3.0,2.75,4.5,4.25,4.0,3.75,2.5,2.25,2.75,2.5
Link (Breath of the Wild),Sneeker Bounder,Gold Tires Gold Wheels,4.0,1.5,3.5,2.0,2.5,4.75,4.0,3.75,4.0,2.75,2.5,2.5,2.0
Link (Breath of the Wild),Sneeker Bounder,GLA Tires GLA Wheels,3.5,2.5,3.75,2.75,3.25,4.25,4.0,4.0,4.25,3.0,2.75,3.0,2.75
Link (Breath of the Wild),Sneeker Bounder,Triforce Tires Triforce Tyres,3.75,2.25,4.0,3.0,2.75,4.5,4.25,4.0,3.75,2.5,2.25,2.75,2.5
Link (Breath of the Wild),Sneeker Bounder,Leaf Tires Leaf Tyres,3.0,2.75,3.5,2.25,3.5,4.0,3.75,4.0,4.0,3.0,2.75,3.25,2.5
Link (Breath of the Wild),Sneeker Bounder,Ancient Tires Ancient Tyres,4.0,2.0,4.0,3.25,3.0,4.25,3.75,4.0,3.75,2.25,2.25,2.25,2.25
Link (Breath of the Wild),Sports Coupe Sports Coupé,Standard Normal,3.75,2.75,4.0,3.75,3.5,4.0,4.25,4.5,4.5,2.75,2.75,3.25,2.75
Link (Breath of the Wild),Sports Coupe Sports Coupé,Monster,4.25,2.25,4.25,4.25,3.25,4.0,4.0,4.5,4.0,2.0,2.25,2.5,2.25
Link (Breath of the Wild),Sports Coupe Sports Coupé,Roller,3.25,3.25,3.5,3.5,4.0,3.5,4.25,4.0,4.5,3.0,3.0,3.5,3.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,Slim,3.75,2.25,4.5,2.75,3.25,4.25,4.0,5.0,4.25,3.0,3.0,3.25,3.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,Slick,4.0,2.0,4.5,2.5,2.75,4.5,3.5,5.0,3.75,2.5,2.0,3.0,2.25
Link (Breath of the Wild),Sports Coupe Sports Coupé,Metal,4.25,1.75,3.75,3.0,2.75,4.5,4.25,4.25,4.25,2.5,2.5,2.75,2.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,Button,3.25,3.0,3.75,3.25,3.75,3.75,4.0,4.5,4.25,2.75,2.75,3.5,2.5
Link (Breath of the Wild),Sports Coupe Sports Coupé,Off-Road,4.0,2.5,4.25,4.0,3.0,4.25,4.5,4.5,4.0,2.25,2.25,3.0,2.5
Link (Breath of the Wild),Sports Coupe Sports Coupé,Sponge,3.5,2.75,4.0,4.0,3.75,3.75,3.75,4.25,4.75,2.5,2.25,3.0,2.75
Link (Breath of the Wild),Sports Coupe Sports Coupé,Wood Wooden,3.75,2.25,4.5,2.75,3.25,4.25,4.0,5.0,4.25,3.0,3.0,3.25,3.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,Cushion,3.5,2.75,4.0,4.0,3.75,3.75,3.75,4.25,4.75,2.5,2.25,3.0,2.75
Link (Breath of the Wild),Sports Coupe Sports Coupé,Blue Standard Normal Blue,3.75,2.75,4.0,3.75,3.5,4.0,4.25,4.5,4.5,2.75,2.75,3.25,2.75
Link (Breath of the Wild),Sports Coupe Sports Coupé,Hot Monster Funky Monster,4.25,2.25,4.25,4.25,3.25,4.0,4.0,4.5,4.0,2.0,2.25,2.5,2.25
Link (Breath of the Wild),Sports Coupe Sports Coupé,Azure Roller,3.25,3.25,3.5,3.5,4.0,3.5,4.25,4.0,4.5,3.0,3.0,3.5,3.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,Crimson Slim,3.75,2.25,4.5,2.75,3.25,4.25,4.0,5.0,4.25,3.0,3.0,3.25,3.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,Cyber Slick,4.0,2.0,4.5,2.5,2.75,4.5,3.5,5.0,3.75,2.5,2.0,3.0,2.25
Link (Breath of the Wild),Sports Coupe Sports Coupé,Retro Off-Road,4.0,2.5,4.25,4.0,3.0,4.25,4.5,4.5,4.0,2.25,2.25,3.0,2.5
Link (Breath of the Wild),Sports Coupe Sports Coupé,Gold Tires Gold Wheels,4.25,1.75,3.75,3.0,2.75,4.5,4.25,4.25,4.25,2.5,2.5,2.75,2.0
Link (Breath of the Wild),Sports Coupe Sports Coupé,GLA Tires GLA Wheels,3.75,2.75,4.0,3.75,3.5,4.0,4.25,4.5,4.5,2.75,2.75,3.25,2.75
Link (Breath of the Wild),Sports Coupe Sports Coupé,Triforce Tires Triforce Tyres,4.0,2.5,4.25,4.0,3.0,4.25,4.5,4.5,4.0,2.25,2.25,3.0,2.5
Link (Breath of the Wild),Sports Coupe Sports Coupé,Leaf Tires Leaf Tyres,3.25,3.0,3.75,3.25,3.75,3.75,4.0,4.5,4.25,2.75,2.75,3.5,2.5
Link (Breath of the Wild),Sports Coupe Sports Coupé,Ancient Tires Ancient Tyres,4.25,2.25,4.25,4.25,3.25,4.0,4.0,4.5,4.0,2.0,2.25,2.5,2.25
Link (Breath of the Wild),Gold Standard Gold Kart,Standard Normal,3.5,2.5,3.75,2.75,3.25,4.25,4.0,4.0,4.25,3.0,2.75,3.0,2.75
Link (Breath of the Wild),Gold Standard Gold Kart,Monster,4.0,2.0,4.0,3.25,3.0,4.25,3.75,4.0,3.75,2.25,2.25,2.25,2.25
Link (Breath of the Wild),Gold Standard Gold Kart,Roller,3.0,3.0,3.25,2.5,3.75,3.75,4.0,3.5,4.25,3.25,3.0,3.25,3.0
Link (Breath of the Wild),Gold Standard Gold Kart,Slim,3.5,2.0,4.25,1.75,3.0,4.5,3.75,4.5,4.0,3.25,3.0,3.0,3.0
Link (Breath of the Wild),Gold Standard Gold Kart,Slick,3.75,1.75,4.25,1.5,2.5,4.75,3.25,4.5,3.5,2.75,2.0,2.75,2.25
Link (Breath of the Wild),Gold Standard Gold Kart,Metal,4.0,1.5,3.5,2.0,2.5,4.75,4.0,3.75,4.0,2.75,2.5,2.5,2.0
Link (Breath of the Wild),Gold Standard Gold Kart,Button,3.0,2.75,3.5,2.25,3.5,4.0,3.75,4.0,4.0,3.0,2.75,3.25,2.5
Link (Breath of the Wild),Gold Standard Gold Kart,Off-Road,3.75,2.25,4.0,3.0,2.75,4.5,4.25,4.0,3.75,2.5,2.25,2.75,2.5
Link (Breath of the Wild),Gold Standard Gold Kart,Sponge,3.25,2.5,3.75,3.0,3.5,4.0,3.5,3.75,4.5,2.75,2.25,2.75,2.75
Link (Breath of the Wild),Gold Standard Gold Kart,Wood Wooden,3.5,2.0,4.25,1.75,3.0,4.5,3.75,4.5,4.0,3.25,3.0,3.0,3.0
Link (Breath of the Wild),Gold Standard Gold Kart,Cushion,3.25,2.5,3.75,3.0,3.5,4.0,3.5,3.75,4.5,2.75,2.25,2.75,2.75
Link (Breath of the Wild),Gold Standard Gold Kart,Blue Standard Normal Blue,3.5,2.5,3.75,2.75,3.25,4.25,4.0,4.0,4.25,3.0,2.75,3.0,2.75
Link (Breath of the Wild),Gold Standard Gold Kart,Hot Monster Funky Monster,4.0,2.0,4.0,3.25,3.0,4.25,3.75,4.0,3.75,2.25,2.25,2.25,2.25
Link (Breath of the Wild),Gold Standard Gold Kart,Azure Roller,3.0,3.0,3.25,2.5,3.75,3.75,4.0,3.5,4.25,3.25,3.0,3.25,3.0
Link (Breath of the Wild),Gold Standard Gold Kart,Crimson Slim,3.5,2.0,4.25,1.75,3.0,4.5,3.75,4.5,4.0,3.25,3.0,3.0,3.0
Link (Breath of the Wild),Gold Standard Gold Kart,Cyber Slick,3.75,1.75,4.25,1.5,2.5,4.75,3.25,4.5,3.5,2.75,2.0,2.75,2.25
Link (Breath of the Wild),Gold Standard Gold Kart,Retro Off-Road,3.75,2.25,4.0,3.0,2.75,4.5,4.25,4.0,3.75,2.5,2.25,2.75,2.5
Link (Breath of the Wild),Gold Standard Gold Kart,Gold Tires Gold Wheels,4.0,1.5,3.5,2.0,2.5,4.75,4.0,3.75,4.0,2.75,2.5,2.5,2.0
Link (Breath of the Wild),Gold Standard Gold Kart,GLA Tires GLA Wheels,3.5,2.5,3.75,2.75,3.25,4.25,4.0,4.0,4.25,3.0,2.75,3.0,2.75
Link (Breath of the Wild),Gold Standard Gold Kart,Triforce Tires Triforce Tyres,3.75,2.25,4.0,3.0,2.75,4.5,4.25,4.0,3.75,2.5,2.25,2.75,2.5
Link (Breath of the Wild),Gold Standard Gold Kart,Leaf Tires Leaf Tyres,3.0,2.75,3.5,2.25,3.5,4.0,3.75,4.0,4.0,3.0,2.75,3.25,2.5
Link (Breath of the Wild),Gold Standard Gold Kart,Ancient Tires Ancient Tyres,4.0,2.0,4.0,3.25,3.0,4.25,3.75,4.0,3.75,2.25,2.25,2.25,2.25
Link (Breath of the Wild),Standard Bike,Standard Normal,3.25,3.25,4.25,4.0,3.5,3.75,4.0,4.25,4.25,3.25,3.0,3.25,3.0
Link (Breath of the Wild),Standard Bike,Monster,3.75,2.75,4.5,4.5,3.25,3.75,3.75,4.25,3.75,2.5,2.5,2.5,2.5
Link (Breath of the Wild),Standard Bike,Roller,2.75,3.75,3.75,3.75,4.0,3.25,4.0,3.75,4.25,3.5,3.25,3.5,3.25
Link (Breath of the Wild),Standard Bike,Slim,3.25,2.75,4.75,3.0,3.25,4.0,3.75,4.75,4.0,3.5,3.25,3.25,3.25
Link (Breath of the Wild),Standard Bike,Slick,3.5,2.5,4.75,2.75,2.75,4.25,3.25,4.75,3.5,3.0,2.25,3.0,2.5
Link (Breath of the Wild),Standard Bike,Metal,3.75,2.25,4.0,3.25,2.75,4.25,4.0,4.0,4.0,3.0,2.75,2.75,2.25
Link (Breath of the Wild),Standard Bike,Button,2.75,3.5,4.0,3.5,3.75,3.5,3.75,4.25,4.0,3.25,3.0,3.5,2.75
Link (Breath of the Wild),Standard Bike,Off-Road,3.5,3.0,4.5,4.25,3.0,4.0,4.25,4.25,3.75,2.75,2.5,3.0,2.75
Link (Breath of the Wild),Standard Bike,Sponge,3.0,3.25,4.25,4.25,3.75,3.5,3.5,4.0,4.5,3.0,2.5,3.0,3.0
Link (Breath of the Wild),Standard Bike,Wood Wooden,3.25,2.75,4.75,3.0,3.25,4.0,3.75,4.75,4.0,3.5,3.25,3.25,3.25
Link (Breath of the Wild),Standard Bike,Cushion,3.0,3.25,4.25,4.25,3.75,3.5,3.5,4.0,4.5,3.0,2.5,3.0,3.0
Link (Breath of the Wild),Standard Bike,Blue Standard Normal Blue,3.25,3.25,4.25,4.0,3.5,3.75,4.0,4.25,4.25,3.25,3.0,3.25,3.0
Link (Breath of the Wild),Standard Bike,Hot Monster Funky Monster,3.75,2.75,4.5,4.5,3.25,3.75,3.75,4.25,3.75,2.5,2.5,2.5,2.5
